startup_id,startup_name,short_description,detailed_description,sector,sub_sectors,primary_technologies,secondary_technologies,years_of_operation,years_of_relevant_experience,team_size,team_capabilities,founder_experience_years,technical_team_percentage,annual_revenue,gross_margin_percentage,funding_stage,funding_amount,startup_stage,certifications,previous_government_projects,previous_enterprise_projects,successful_deployments,prototype_readiness,production_readiness,scalability_level,geographic_presence,headquarters_city,operating_states,preferred_deployment_locations,estimated_deployment_time_months,compliance_capability,support_capability,eligibility_status,capability_profile
56443945-1e89-4a4a-b03e-070185b2526d,"Lalla, Chand and Peri","Public Safety startup focusing on Biometrics, Computer Vision, IoT","We build Biometrics, Computer Vision, IoT systems for public safety applications, delivering scalable solutions and intelligent integration.",Public Safety,['Defence'],"['Biometrics', 'Computer Vision', 'IoT']",['Drones'],14,13,27,Strong,18,58,18400000,23,Series A,8000000,Prototype,['ISO 27001'],1,13,14,True,True,High,National,Chandigarh,"['Maharashtra', 'Karnataka', 'West Bengal', 'Telangana']",Pan India,10,Comprehensive,24x7,Complete,high_exp_weak_tech
420e0ace-77ff-4ee3-bd04-110000bb1926,Singh-Hari,"Public Safety startup focusing on Biometrics, IoT","An innovative startup leveraging Biometrics, IoT to revolutionize public safety operations.",Public Safety,[],"['Biometrics', 'IoT']",[],14,14,196,Average,21,39,7100000,44,Bootstrapped,5000000,Growth,"['CMMI', 'SOC 2']",3,2,11,True,True,Medium,Local,Coimbatore,"['Delhi', 'West Bengal', 'Karnataka', 'Maharashtra']",Pan India,7,Advanced,Community,Complete,high_exp_weak_tech
40f73b6c-3b00-4e1f-9d3e-9354d4678b8c,Dhar Ltd,"Public Safety startup focusing on Biometrics, Predictive Analytics","Dhar Ltd specializes in Biometrics, Predictive Analytics combined with innovative software to solve public safety challenges.",Public Safety,['Rural Development'],"['Biometrics', 'Predictive Analytics']",['Mobile Tech'],13,12,5,Average,19,47,37600000,72,Series B,11000000,Prototype,['SOC 2'],5,17,0,True,True,High,Regional,Nashik,"['West Bengal', 'Tamil Nadu']",Pan India,7,Comprehensive,24x7,Complete,established_weak_relevance
e56cc909-a3be-43dc-9838-a2ae6d6e2f72,Kapadia-Varty,"Cybersecurity startup focusing on Network Security, Cryptography","We build Network Security, Cryptography systems for cybersecurity applications, delivering scalable solutions and intelligent integration.",Cybersecurity,"['Water Management', 'Renewable Energy']","['Network Security', 'Cryptography']","['Predictive Analytics', 'Machine Learning']",8,7,179,Strong,15,72,35900000,78,Series A,5000000,Mature,['CMMI'],2,13,3,True,True,Low,Local,Chennai,"['UP', 'Delhi']",Kochi,7,Advanced,Community,Complete,established_weak_relevance
5ee76dcc-fc40-4f60-9bb8-eac17b31dd52,Dar Inc,"Tourism startup focusing on VR/AR, NLP","We provide end-to-end tourism services powered by VR/AR, NLP and a strong team of experts.",Tourism,"['Logistics', 'Cybersecurity']","['VR/AR', 'NLP']","['AI', 'Route Optimization']",2,2,19,Average,17,36,40100000,36,Series B,14000000,Early Revenue,['None'],0,3,0,False,True,High,Local,Coimbatore,"['UP', 'Telangana']",Pan India,6,Comprehensive,24x7,Complete,early_stage_excellent_prototype
6cec8b0b-5d84-49dd-9a03-0c020ba4da03,Karnik Group,"Rural Development startup focusing on Mobile Tech, IoT","We provide end-to-end rural development services powered by Mobile Tech, IoT and a strong team of experts.",Rural Development,[],"['Mobile Tech', 'IoT']",[],11,10,57,Specialized,17,54,45200000,35,Bootstrapped,6000000,MVP,"['ISO 27001', 'None']",0,17,5,True,True,Medium,Regional,Noida,"['Maharashtra', 'Tamil Nadu', 'Gujarat', 'Delhi']",Chandigarh,10,Advanced,Community,Incomplete,incomplete_eligibility
a464f0eb-d426-4919-9c3d-9992443b2915,"Dara, Wadhwa and Parikh","Public Safety startup focusing on Biometrics, Predictive Analytics","An innovative startup leveraging Biometrics, Predictive Analytics to revolutionize public safety operations.",Public Safety,"['Education', 'FinTech']","['Biometrics', 'Predictive Analytics']","['VR/AR', 'Data Analytics']",15,2,4,Specialized,17,62,5900000,33,Series B,13000000,Mature,['CMMI'],3,5,15,True,True,High,National,Nashik,"['UP', 'Telangana']",Bhubaneswar,3,Basic,24x7,Complete,strong_tech_geo_mismatch
fc83ec7b-842c-4b02-809e-29cb5425485c,Bumb LLC,Rural Development startup focusing on Renewable Tech,We provide end-to-end rural development services powered by Renewable Tech and a strong team of experts.,Rural Development,"['Healthcare', 'FinTech']",['Renewable Tech'],"['AI', 'Computer Vision']",14,6,42,Strong,15,66,21200000,66,Bootstrapped,7000000,Early Revenue,['None'],1,17,9,True,True,Low,Regional,Patna,"['UP', 'Maharashtra', 'Tamil Nadu', 'Karnataka']",Chennai,9,Basic,Community,Complete,highly_specialized
c5abb94e-2140-44a8-bdaa-065d5e7252f8,Dasgupta-Varughese,Rural Development startup focusing on Mobile Tech,We provide end-to-end rural development services powered by Mobile Tech and a strong team of experts.,Rural Development,"['Transportation', 'Governance']",['Mobile Tech'],"['NLP', 'Computer Vision']",8,4,7,Strong,12,80,10700000,54,Seed,6000000,Prototype,"['None', 'CMMI']",4,5,10,True,True,High,Regional,Ahmedabad,"['UP', 'Maharashtra', 'West Bengal']",Visakhapatnam,1,Advanced,Community,Complete,strong_sector_weak_scale
81e7bd11-33f5-4d1d-9bc0-c4ba024af5e8,Sachdev-Gokhale,Cybersecurity startup focusing on AI,We provide end-to-end cybersecurity services powered by AI and a strong team of experts.,Cybersecurity,['Renewable Energy'],['AI'],['IoT'],13,13,86,Average,14,70,32100000,63,Bootstrapped,12000000,Mature,"['None', 'SOC 2']",3,10,0,True,True,High,Local,Coimbatore,"['Gujarat', 'Maharashtra', 'Kerala', 'Tamil Nadu']",Pan India,7,Basic,24x7,Complete,strong_tech_geo_mismatch
aaa9c0d5-c646-42cb-8935-0b1894254f83,Grewal-Upadhyay,"Environment startup focusing on Data Analytics, IoT","Grewal-Upadhyay specializes in Data Analytics, IoT combined with innovative software to solve environment challenges.",Environment,['Water Management'],"['Data Analytics', 'IoT']",['Machine Learning'],13,5,75,Average,20,30,800000,25,Series B,6000000,MVP,"['SOC 2', 'CMMI']",0,20,11,True,True,Medium,Local,Lucknow,"['Karnataka', 'Kerala']",Nagpur,12,Comprehensive,8x5,Complete,highly_specialized
463c74e7-1e7d-4bda-9c4f-89aa9357da3c,Muni Group,Governance startup focusing on OCR,Muni Group specializes in OCR combined with innovative software to solve governance challenges.,Governance,"['Agriculture', 'Education']",['OCR'],"['ML', 'NLP']",1,1,10,Average,3,44,44000000,64,Series B,2000000,Prototype,['None'],2,9,4,False,True,High,National,Delhi,['UP'],Pan India,10,Comprehensive,8x5,Complete,early_stage_excellent_prototype
aea38a59-a60f-4b5c-b078-3747bb94daed,"Seth, Gopal and Rout","Rural Development startup focusing on Mobile Tech, Renewable Tech, Data Analytics","Seth, Gopal and Rout specializes in Mobile Tech, Renewable Tech, Data Analytics combined with innovative software to solve rural development challenges.",Rural Development,['Transportation'],"['Mobile Tech', 'Renewable Tech', 'Data Analytics']",['IoT'],13,12,200,Average,23,35,16100000,27,Seed,17000000,Mature,"['ISO 27001', 'None']",2,6,6,True,True,High,Regional,Ahmedabad,['Delhi'],Bhubaneswar,2,Basic,24x7,Complete,established_weak_relevance
f1fd0f83-a5e3-4e33-8693-5a547a901e91,Taneja LLC,"Skill Development startup focusing on VR/AR, NLP, Machine Learning","We build VR/AR, NLP, Machine Learning systems for skill development applications, delivering scalable solutions and intelligent integration.",Skill Development,[],"['VR/AR', 'NLP', 'Machine Learning']",[],15,15,189,Average,18,32,800000,18,Bootstrapped,12000000,Mature,"['CMMI', 'SOC 2']",5,12,2,True,True,High,National,Kolkata,"['Tamil Nadu', 'Maharashtra']",Pan India,9,Basic,8x5,Complete,high_exp_weak_tech
a5bd67db-0b76-4156-9d41-a0f7bc0e51fa,Mutti-Rastogi,"Infrastructure startup focusing on Predictive Maintenance, IoT, Computer Vision","An innovative startup leveraging Predictive Maintenance, IoT, Computer Vision to revolutionize infrastructure operations.",Infrastructure,['Public Safety'],"['Predictive Maintenance', 'IoT', 'Computer Vision']",['IoT'],1,0,37,Specialized,24,72,31100000,17,Seed,3000000,Prototype,['ISO 27001'],1,15,11,False,True,Medium,Local,Coimbatore,"['Maharashtra', 'Karnataka', 'Telangana']",Indore,9,Basic,24x7,Incomplete,incomplete_eligibility
4b853776-1318-438e-a033-df8ee0cf47e1,Kuruvilla PLC,"Tourism startup focusing on Mobile Tech, VR/AR","Kuruvilla PLC specializes in Mobile Tech, VR/AR combined with innovative software to solve tourism challenges.",Tourism,"['Agriculture', 'Disaster Management']","['Mobile Tech', 'VR/AR']","['ML', 'Predictive Analytics']",1,0,196,Strong,16,53,2200000,11,Series B,4000000,MVP,['CMMI'],1,10,7,False,False,Medium,Local,Patna,"['Maharashtra', 'Karnataka', 'UP']",Pan India,7,Basic,24x7,Complete,excellent_tech_low_exp
a1392cef-d6fb-4dbd-976a-8482ea0cfbbc,"Dugal, Jayaraman and Kata",Water Management startup focusing on Machine Learning,An innovative startup leveraging Machine Learning to revolutionize water management operations.,Water Management,['Waste Management'],['Machine Learning'],['IoT'],6,1,127,Specialized,21,79,12400000,69,Seed,17000000,MVP,['ISO 27001'],3,0,7,True,True,High,Regional,Nagpur,['Gujarat'],Bengaluru,12,Comprehensive,24x7,Incomplete,incomplete_eligibility
a95657d3-b83f-49ec-8654-b89807406757,"Rai, Sundaram and Bath","Education startup focusing on VR/AR, Recommendation Systems, Machine Learning","We provide end-to-end education services powered by VR/AR, Recommendation Systems, Machine Learning and a strong team of experts.",Education,[],"['VR/AR', 'Recommendation Systems', 'Machine Learning']",[],1,0,6,Specialized,3,67,21100000,57,Bootstrapped,16000000,MVP,"['ISO 27001', 'None']",4,1,13,True,True,Medium,Regional,Jaipur,"['Gujarat', 'UP', 'Delhi', 'Telangana']",Pan India,4,Basic,Community,Complete,multi_sector
7b7a01c2-c042-40e6-83d8-a9dc3e4a0eba,Dani Ltd,Education startup focusing on VR/AR,We provide end-to-end education services powered by VR/AR and a strong team of experts.,Education,[],['VR/AR'],[],1,1,80,Average,4,35,23100000,49,Seed,9000000,Mature,['SOC 2'],2,4,2,True,False,Medium,National,Pune,"['Tamil Nadu', 'Telangana', 'Karnataka']",Bhopal,9,Comprehensive,Community,Complete,early_stage_excellent_prototype
24340f26-f483-4615-8314-7b86363470e1,Chauhan and Sons,"Renewable Energy startup focusing on Predictive Analytics, ML","An innovative startup leveraging Predictive Analytics, ML to revolutionize renewable energy operations.",Renewable Energy,[],"['Predictive Analytics', 'ML']",[],13,11,2,Strong,13,34,32200000,20,Seed,20000000,Growth,['ISO 27001'],2,3,1,True,True,Medium,Local,New Delhi,"['Kerala', 'West Bengal', 'Karnataka', 'Delhi']",Surat,3,Advanced,8x5,Complete,established_weak_relevance
6458c988-b970-477e-80e7-3ec32433531d,Sharma-Ratta,"Defence startup focusing on Drones, Computer Vision","We provide end-to-end defence services powered by Drones, Computer Vision and a strong team of experts.",Defence,['Environment'],"['Drones', 'Computer Vision']",['Data Analytics'],11,4,36,Strong,17,42,4400000,45,Series C,7000000,Mature,['CMMI'],5,11,15,True,True,High,Regional,Lucknow,"['Kerala', 'Tamil Nadu', 'Maharashtra']",Bengaluru,10,Basic,8x5,Complete,excellent_tech_excellent_exp
5c5c98a7-c5e0-4dfb-b8a6-5da469d51cd1,"Gaba, Mohanty and Sengupta","Environment startup focusing on IoT, Satellite Imaging","Gaba, Mohanty and Sengupta specializes in IoT, Satellite Imaging combined with innovative software to solve environment challenges.",Environment,[],"['IoT', 'Satellite Imaging']",[],4,1,25,Specialized,16,52,41700000,17,Seed,5000000,MVP,"['None', 'CMMI']",0,11,4,True,True,Medium,National,Ahmedabad,"['West Bengal', 'Karnataka']",Pan India,4,Comprehensive,8x5,Complete,multi_sector
2f2af417-ca60-4ed8-ab6c-ed5ca2d0fc0a,"Gole, Sandal and Ranganathan","Smart City startup focusing on IoT, Computer Vision","We build IoT, Computer Vision systems for smart city applications, delivering scalable solutions and intelligent integration.",Smart City,['Disaster Management'],"['IoT', 'Computer Vision']",['Drones'],12,2,7,Specialized,25,53,36000000,28,Bootstrapped,11000000,Growth,['None'],2,10,4,True,True,Low,National,Indore,"['Gujarat', 'Telangana', 'UP', 'Tamil Nadu']",Nashik,4,Comprehensive,Community,Incomplete,incomplete_eligibility
ad9aa8f5-a6db-4348-8732-5b07afabdd57,Gill-Chopra,"Defence startup focusing on Cybersecurity, Drones, Computer Vision","We build Cybersecurity, Drones, Computer Vision systems for defence applications, delivering scalable solutions and intelligent integration.",Defence,['Water Management'],"['Cybersecurity', 'Drones', 'Computer Vision']",['IoT'],12,9,8,Average,14,51,16200000,38,Bootstrapped,7000000,Early Revenue,"['SOC 2', 'None']",0,20,10,True,True,Medium,Local,Chennai,"['Delhi', 'Maharashtra']",Lucknow,2,Comprehensive,8x5,Incomplete,incomplete_eligibility
6875142e-f274-4956-8288-5689760d63da,"Wadhwa, Nigam and Yohannan","Healthcare startup focusing on Wearables, Computer Vision, NLP","Wadhwa, Nigam and Yohannan specializes in Wearables, Computer Vision, NLP combined with innovative software to solve healthcare challenges.",Healthcare,['Rural Development'],"['Wearables', 'Computer Vision', 'NLP']",['Renewable Tech'],15,12,7,Average,16,81,40300000,38,Bootstrapped,9000000,Prototype,"['None', 'ISO 27001']",0,10,5,True,True,Medium,Local,Coimbatore,['UP'],Mumbai,10,Comprehensive,24x7,Complete,highly_specialized
ff99f8bf-07a7-4343-882e-c0c6564d05ab,Bera-Jain,"Smart City startup focusing on Data Analytics, Computer Vision, Edge Computing","An innovative startup leveraging Data Analytics, Computer Vision, Edge Computing to revolutionize smart city operations.",Smart City,['Defence'],"['Data Analytics', 'Computer Vision', 'Edge Computing']",['Computer Vision'],6,1,191,Strong,9,33,13500000,46,Series B,18000000,Mature,"['SOC 2', 'ISO 27001']",2,0,13,True,True,Low,Regional,Surat,"['Delhi', 'Maharashtra', 'Karnataka', 'West Bengal']",New Delhi,2,Advanced,8x5,Complete,multi_sector
64dd18e3-27d4-4574-9c26-320b5723bdaf,Verma-Yohannan,"Water Management startup focusing on Sensors, IoT","We provide end-to-end water management services powered by Sensors, IoT and a strong team of experts.",Water Management,['Disaster Management'],"['Sensors', 'IoT']",['IoT'],3,2,33,Average,10,83,13400000,66,Series A,18000000,Prototype,['ISO 27001'],0,11,13,True,True,High,Local,Bhopal,"['UP', 'West Bengal', 'Tamil Nadu', 'Maharashtra']",Bhubaneswar,2,Advanced,Community,Complete,excellent_tech_excellent_exp
5a8716b3-a422-441a-a4cf-02bd95f833c4,Patla-Lad,"Healthcare startup focusing on NLP, Computer Vision, Medical AI","An innovative startup leveraging NLP, Computer Vision, Medical AI to revolutionize healthcare operations.",Healthcare,"['Tourism', 'Logistics']","['NLP', 'Computer Vision', 'Medical AI']","['IoT', 'Recommendation Systems']",3,1,18,Average,5,35,10300000,28,Series B,17000000,Growth,"['None', 'CMMI']",3,0,13,True,True,Medium,Local,Delhi,['Maharashtra'],Pan India,5,Comprehensive,24x7,Complete,excellent_tech_low_exp
246d0456-eda4-4456-a031-c9498ed52f17,"Kulkarni, Seshadri and Apte","Governance startup focusing on Blockchain, Data Analytics, NLP","We provide end-to-end governance services powered by Blockchain, Data Analytics, NLP and a strong team of experts.",Governance,['Public Safety'],"['Blockchain', 'Data Analytics', 'NLP']",['IoT'],13,11,4,Average,18,31,12100000,16,Series A,9000000,Early Revenue,"['CMMI', 'None']",5,3,7,True,True,Low,Regional,Coimbatore,"['Gujarat', 'Tamil Nadu', 'UP', 'Delhi']",Pan India,4,Advanced,8x5,Complete,established_weak_relevance
06b71e23-c76b-4c0a-b283-b05f3c8a076a,"Subramaniam, Randhawa and Basu","Governance startup focusing on NLP, OCR","Subramaniam, Randhawa and Basu specializes in NLP, OCR combined with innovative software to solve governance challenges.",Governance,"['Disaster Management', 'Logistics']","['NLP', 'OCR']","['Satellite Imaging', 'Blockchain']",12,8,184,Strong,15,32,8800000,34,Series B,1000000,Early Revenue,['None'],2,14,12,True,True,High,Local,Surat,['Delhi'],Lucknow,10,Advanced,8x5,Complete,excellent_tech_excellent_exp
